nb,vertices,support
308,"[269814, 269817, 1322553]",13
861,"[247498, 269820, 269814, 2558192]",13
1041,"[196912, 269814, 269820, 269817, 793722]",13
850,"[247498, 269820, 2273093]",13
438,"[269814, 269820, 793722, 801094]",13
1087,"[196912, 269814, 209260, 269820, 793722]",13
291,"[269814, 269817, 793722, 1381296]",13
440,"[269814, 269820, 793722, 1381296]",13
951,"[196912, 938725]",13
1221,"[196917, 269814, 209260, 269817, 793722]",13
581,"[269817, 269820, 793722, 2035312]",13
1228,"[196917, 269814, 209260, 793722]",13
103,"[269814, 269817, 793722, 1026189]",13
96,"[269814, 269817, 793722, 2039935]",13
1409,"[209260, 269814, 793722, 269820, 269817]",13
1415,"[209260, 269814, 793722, 801094]",13
1417,"[209260, 269814, 793722, 938725]",13
1437,"[2614547, 3526029]",13
84,"[269814, 269817, 793722, 269820, 1381296]",13
1440,"[269820, 781110]",13
1445,"[2272480, 2273093]",13
1454,"[1381296, 1788496]",13
1455,"[2035312, 5584607]",13
70,"[269814, 269817, 269820, 275111, 793722]",13
1468,"[2273093, 5584607]",13
58,"[269814, 269817, 269820, 1026189]",13
1494,"[793722, 1740729]",13
48,"[269814, 269817, 269820, 2558192, 793722]",13
1505,"[1026189, 2530949]",13
1515,"[196918, 269814, 269817, 269820, 734546]",13
37,"[269814, 269817, 269820, 793722, 1322553]",13
1528,"[196918, 269814, 269820, 269817, 734546]",13
1531,"[196918, 269814, 269820, 734546]",13
29,"[269814, 269817, 269820, 793722, 2035312]",13
26,"[269814, 269817, 269820, 793722, 2558192]",13
1560,"[198290, 269814, 269817, 793722]",13
23,"[269814, 269817, 269820, 793722, 2273093]",13
18,"[269814, 269817, 269820, 801094, 793722]",13
1581,"[198290, 269814, 793722, 269817]",13
1590,"[2530949, 3536508]",13
1612,"[269814, 277055]",13
1623,"[5584607, 6211236]",13
1396,"[209260, 269814, 269820, 247498, 793722]",13
115,"[269814, 269817, 269820, 628635]",13
218,"[269814, 269817, 269820, 781110]",13
1372,"[209260, 269814, 269820, 269817, 1381296]",13
1242,"[196917, 269814, 269817, 269820, 247498]",13
1250,"[196917, 269814, 269817, 269820, 793722]",13
199,"[269814, 269817, 269820, 2558192, 793722]",13
1257,"[196917, 269814, 269817, 793722, 269820]",13
1269,"[196917, 269814, 269820, 269817, 793722]",13
744,"[247498, 269814, 269817, 793722, 1381296]",13
1272,"[196917, 269814, 269820, 247498, 269817]",13
188,"[269814, 269817, 269820, 793722, 1381296]",13
181,"[269814, 269817, 269820, 793722, 628635]",13
178,"[269814, 269817, 269820, 793722, 2035312]",13
1290,"[209260, 269814, 247498, 269820, 793722]",13
1293,"[209260, 269814, 247498, 269820]",13
1294,"[209260, 269814, 247498, 269820]",13
1295,"[209260, 269814, 247498, 269820, 269817]",13
1296,"[209260, 269814, 247498, 269820, 269817]",13
170,"[269814, 269817, 269820, 793722, 2558192]",13
167,"[269814, 269817, 269820, 793722, 734546]",13
1309,"[209260, 269814, 269817, 269820, 1381296]",13
166,"[269814, 269817, 269820, 793722, 2273093]",13
156,"[269814, 269817, 269820, 801094, 793722]",13
152,"[269814, 269817, 269820, 793722, 1322553]",13
1326,"[209260, 269814, 269817, 269820, 734546]",13
151,"[269814, 269817, 269820, 793722, 1026189]",13
1337,"[209260, 269814, 269817, 793722, 801094]",13
1339,"[209260, 269814, 269817, 793722, 938725]",13
143,"[269814, 269817, 269820, 793722, 734546]",13
1352,"[209260, 269814, 269817, 793722, 938725]",13
1354,"[209260, 269814, 269817, 734546, 269820]",13
130,"[269814, 269817, 269820, 781110]",13
1271,"[196917, 269814, 269820, 247498]",13
280,"[269814, 269817, 793722, 269820, 801094]",13
653,"[269820, 793722, 628635]",13
561,"[269814, 938725]",13
726,"[247498, 269814, 269817, 734546, 269820]",13
519,"[269814, 793722, 269820, 269817, 801094]",13
625,"[269817, 269820, 793722, 1381296]",13
500,"[269814, 269820, 275111, 793722]",13
644,"[269820, 793722, 801094, 1381296]",13
645,"[269820, 793722, 803286]",13
646,"[269820, 793722, 810939]",13
682,"[801094, 909317]",13
544,"[269814, 793722, 2039935]",13
567,"[269817, 269820, 793722, 734546]",13
570,"[269817, 269820, 793722, 2558192]",13
540,"[269814, 793722, 269817, 1381296]",13
654,"[269820, 793722, 795570]",13
521,"[269814, 793722, 269820, 1381296]",13
584,"[269817, 269820, 793722, 628635]",13
684,"[812062, 938725]",12
279,"[269814, 269817, 793722, 269820, 734546]",12
1176,"[196916, 269814, 209260, 269817]",12
1175,"[196916, 269814, 209260]",12
1174,"[196916, 269814, 801094]",12
1148,"[196916, 269814, 269817, 801094]",12
529,"[269814, 793722, 3536508]",12
259,"[269814, 269817, 734546, 793722]",12
278,"[269814, 269817, 793722, 269820, 275111]",12
270,"[269814, 269817, 793722, 801094]",12
1178,"[196916, 269814, 209260, 269817, 269820]",12
1177,"[196916, 269814, 209260, 269817, 269820]",12
1191,"[793722, 938725, 1322553]",12
1179,"[196916, 269814, 209260, 269820]",12
247,"[269814, 269817, 269820, 1381296, 793722]",12
197,"[269814, 269817, 269820, 2273093, 2558192]",12
201,"[269814, 269817, 269820, 734546]",12
539,"[269814, 793722, 269817, 269820, 938725]",12
203,"[269814, 269817, 269820, 734546, 2273093]",12
1227,"[196917, 269814, 209260, 269820, 247498]",12
1226,"[196917, 269814, 209260, 269820, 793722]",12
664,"[269820, 2273093, 2558192]",12
1222,"[196917, 269814, 209260, 269817, 793722]",12
534,"[269814, 793722, 269817, 801094]",12
533,"[269814, 793722, 269817, 734546]",12
668,"[734546, 793722, 938725]",12
1207,"[801094, 877516]",12
1203,"[269817, 801094]",12
242,"[269814, 269817, 269820, 938725, 793722]",12
1198,"[1381296, 2530949, 4242962]",12
1093,"[196912, 269814, 209260, 247498, 269820]",12
1189,"[793722, 938725, 3536508]",12
580,"[269817, 269820, 793722, 2039935]",12
1090,"[196912, 269814, 209260, 269820, 793722]",12
1092,"[196912, 269814, 209260, 247498, 269817]",12
705,"[247498, 269814, 269817, 269820]",12
699,"[247498, 269814, 269820, 269817, 793722]",12
700,"[247498, 269814, 269820, 734546]",12
339,"[269814, 269820, 793722, 734546]",12
701,"[247498, 269814, 269820, 793722]",12
349,"[269814, 269820, 793722, 1026189]",12
351,"[269814, 269820, 793722, 1026189]",12
352,"[269814, 269820, 793722, 1322553]",12
957,"[810939, 3536508]",12
704,"[247498, 269814, 269817]",12
945,"[1198856, 1324334]",12
1091,"[196912, 269814, 209260, 247498]",12
943,"[1026189, 1381296, 2530949]",12
369,"[269814, 269820, 269817, 801094, 793722]",12
374,"[269814, 269820, 269817, 793722, 2273093]",12
376,"[269814, 269820, 269817, 793722, 2273093]",12
377,"[269814, 269820, 269817, 793722, 2558192]",12
380,"[269814, 269820, 269817, 793722, 2035312]",12
383,"[269814, 269820, 269817, 793722, 628635]",12
708,"[247498, 269814, 269817, 269820, 734546]",12
915,"[2035312, 2273093, 2558192]",12
989,"[793722, 1381296, 2035312]",12
993,"[793722, 1381296, 1740729]",12
698,"[247498, 269814, 269820, 269817, 734546]",12
330,"[269814, 269817, 5584607]",12
658,"[269820, 793722, 909317]",12
689,"[1740729, 1775539, 3347481]",12
1088,"[196912, 269814, 209260, 269820, 247498]",12
292,"[269814, 269817, 793722, 1381296]",12
1083,"[196912, 269814, 196917, 269820]",12
1079,"[196912, 269814, 196917, 209260, 269820]",12
1077,"[196912, 269814, 196917, 209260]",12
1076,"[196912, 269814, 196917]",12
294,"[269814, 269817, 793722, 275111]",12
299,"[269814, 269817, 793722, 734546]",12
1050,"[196912, 269814, 269820, 793722, 801094]",12
1047,"[196912, 269814, 269820, 247498, 793722]",12
694,"[247498, 269814, 269817]",12
309,"[269814, 269817, 801094]",12
1026,"[196912, 269814, 269817, 793722]",12
319,"[269814, 269817, 1381296, 2530949]",12
695,"[247498, 269814, 269817, 269820]",12
323,"[269814, 269817, 1381296, 269820, 793722]",12
515,"[269814, 793722, 269820, 801094]",12
196,"[269814, 269817, 269820, 2273093, 793722]",12
730,"[247498, 269814, 269817, 269820, 2273093]",12
1261,"[196917, 269814, 269817, 801094]",12
45,"[269814, 269817, 269820, 2273093, 793722]",12
1546,"[198290, 269814, 269817, 269820, 793722]",12
1543,"[198290, 269814, 269817, 269820, 793722]",12
1535,"[196918, 269814, 209260, 269817]",12
1534,"[196918, 269814, 209260]",12
592,"[269817, 269820, 793722, 909317]",12
35,"[269814, 269817, 269820, 793722, 628635]",12
575,"[269817, 269820, 793722, 801094, 1381296]",12
574,"[269817, 269820, 793722, 801094, 938725]",12
1507,"[196916, 793722]",12
1270,"[196917, 269814, 269820, 269817, 793722]",12
597,"[269817, 269820, 2273093, 793722]",12
1499,"[269814, 5584607]",12
53,"[269814, 269817, 269820, 734546, 2558192]",12
598,"[269817, 269820, 2273093, 2558192]",12
1483,"[1775539, 3347481]",12
1481,"[269820, 938725, 1381296]",12
1479,"[269820, 938725, 793722]",12
601,"[269817, 269820, 734546]",12
31,"[269814, 269817, 269820, 793722, 2039935]",12
1551,"[198290, 269814, 269817, 269820, 793722]",12
577,"[269817, 269820, 793722, 803286]",12
1556,"[198290, 269814, 269817, 801094]",12
6,"[269814, 269817, 269820, 793722, 734546]",12
1608,"[6208344, 6209227]",12
15,"[269814, 269817, 269820, 793722, 1322553]",12
1596,"[2272417, 2272480]",12
1593,"[275111, 793722]",12
1591,"[6166986, 6208344]",12
585,"[269817, 269820, 793722, 795570]",12
1587,"[1008232, 1332161]",12
1585,"[1198856, 1237411]",12
1582,"[198290, 269814, 801094]",12
586,"[269817, 269820, 793722, 1322553]",12
1575,"[198290, 269814, 209260, 269817]",12
1574,"[198290, 269814, 209260]",12
1573,"[198290, 269814, 269820, 793722]",12
1571,"[198290, 269814, 269820, 269817, 793722]",12
1564,"[198290, 269814, 269820, 793722]",12
25,"[269814, 269817, 269820, 793722, 2273093]",12
1465,"[269814, 1381296, 2530949]",12
1464,"[269814, 1381296, 793722]",12
1449,"[793722, 1026189, 1381296]",12
1342,"[209260, 269814, 269817, 1381296]",12
1336,"[209260, 269814, 269817, 793722, 1322553]",12
149,"[269814, 269817, 269820, 793722, 1026189]",12
154,"[269814, 269817, 269820, 793722, 1381296]",12
1323,"[209260, 269814, 269817, 269820, 1026189]",12
1322,"[209260, 269814, 269817, 269820, 1381296]",12
161,"[269814, 269817, 269820, 734546, 793722]",12
643,"[269820, 793722, 801094, 938725]",12
172,"[269814, 269817, 269820, 793722, 803286]",12
175,"[269814, 269817, 269820, 793722, 2039935]",12
182,"[269814, 269817, 269820, 793722, 795570]",12
183,"[269814, 269817, 269820, 793722, 1322553]",12
543,"[269814, 793722, 938725, 1381296]",12
652,"[269820, 793722, 1906444]",12
187,"[269814, 269817, 269820, 793722, 909317]",12
1278,"[196917, 269814, 801094]",12
396,"[269814, 269820, 269817, 2558192, 793722]",12
190,"[269814, 269817, 269820, 795570, 793722]",12
1340,"[209260, 269814, 269817, 793722, 1381296]",12
1344,"[209260, 269814, 269817, 1026189]",12
605,"[269817, 269820, 734546, 2273093]",12
1348,"[209260, 269814, 269817, 793722, 269820]",12
82,"[269814, 269817, 793722, 269820, 801094]",12
1436,"[1124428, 1324334]",12
1435,"[793722, 2509707]",12
1421,"[209260, 269814, 1026189]",12
1418,"[209260, 269814, 793722, 1381296]",12
1414,"[209260, 269814, 793722, 1322553]",12
1413,"[209260, 269814, 793722, 269817, 269820]",12
92,"[269814, 269817, 793722, 3536508]",12
95,"[269814, 269817, 793722, 938725, 1381296]",12
1389,"[209260, 269814, 269820, 793722, 269817]",12
1378,"[209260, 269814, 269820, 793722, 801094]",12
111,"[269814, 269817, 938725]",12
1371,"[209260, 269814, 269820, 269817, 734546]",12
1362,"[209260, 269814, 269820, 269817, 801094]",12
627,"[269817, 269820, 938725, 793722]",12
1351,"[209260, 269814, 269817, 793722, 801094]",12
1349,"[209260, 269814, 269817, 793722, 1381296]",12
393,"[269814, 269820, 269817, 2273093, 793722]",12
1181,"[196916, 269814, 209260, 269820, 269817]",12
433,"[269814, 269820, 269817, 1381296, 793722]",12
470,"[269814, 269820, 2273093, 793722]",12
782,"[247498, 269814, 269820, 2035312]",12
464,"[269814, 269820, 793722, 1381296]",12
844,"[247498, 269820, 793722, 938725]",12
746,"[247498, 269814, 269817, 793722]",12
902,"[269820, 734546, 2558192]",12
901,"[269820, 734546, 2035312]",12
841,"[247498, 269820, 269817, 793722, 938725]",12
805,"[247498, 269814, 1026189]",12
797,"[247498, 269814, 793722, 269817]",12
900,"[269820, 734546, 2273093]",12
455,"[269814, 269820, 793722, 2039935]",12
838,"[247498, 269820, 269817, 2558192]",12
709,"[247498, 269814, 269817, 269820, 793722]",12
758,"[247498, 269814, 269820, 793722, 1381296]",12
479,"[269814, 269820, 734546, 2558192]",12
886,"[247498, 269820, 269814, 1026189]",12
763,"[247498, 269814, 269820, 269817, 734546]",12
833,"[247498, 269820, 269817, 269814, 2558192]",12
450,"[269814, 269820, 793722, 801094, 1381296]",12
734,"[247498, 269814, 269817, 269820, 2558192]",12
854,"[247498, 269820, 269814, 269817, 2558192]",12
399,"[269814, 269820, 269817, 734546, 793722]",12
821,"[247498, 269820, 269817, 793722, 938725]",12
866,"[247498, 269820, 269814, 269817, 2558192]",12
792,"[247498, 269814, 269820, 1026189]",12
460,"[269814, 269820, 793722, 795570]",12
796,"[247498, 269814, 793722, 269820, 269817]",12
774,"[247498, 269814, 269820, 2273093]",12
444,"[269814, 269820, 793722, 2273093]",12
715,"[247498, 269814, 269817, 269820, 2273093]",12
459,"[269814, 269820, 793722, 628635]",12
176,"[269814, 269817, 269820, 793722, 1026189]",11
1291,"[209260, 269814, 247498, 269820, 793722]",11
177,"[269814, 269817, 269820, 793722, 2035312]",11
647,"[269820, 793722, 781110]",11
1281,"[196917, 269814, 793722, 269817]",11
180,"[269814, 269817, 269820, 793722, 1906444]",11
498,"[269814, 269820, 1381296, 2530949]",11
1299,"[209260, 269814, 269817, 269820, 734546]",11
449,"[269814, 269820, 793722, 801094, 938725]",11
451,"[269814, 269820, 793722, 810939]",11
720,"[247498, 269814, 269817, 269820, 2558192]",11
168,"[269814, 269817, 269820, 793722, 795570]",11
823,"[247498, 269820, 269817, 793722, 269814]",11
1273,"[196917, 269814, 269820, 801094]",11
804,"[247498, 269814, 275111]",11
641,"[269820, 793722, 734546]",11
145,"[269814, 269817, 269820, 793722, 810939]",11
790,"[247498, 269814, 269820, 938725]",11
110,"[269814, 269817, 801094, 1381296]",11
791,"[247498, 269814, 269820, 269817]",11
560,"[269814, 801094, 1381296]",11
1370,"[209260, 269814, 269820, 269817, 1381296]",11
1358,"[209260, 269814, 269820, 734546]",11
558,"[269814, 801094, 793722, 269820]",11
629,"[269817, 269820, 938725, 1381296]",11
1350,"[209260, 269814, 269817, 793722, 801094]",11
1341,"[209260, 269814, 269817, 2273093]",11
1310,"[209260, 269814, 269817, 734546]",11
723,"[247498, 269814, 269817, 269820, 938725]",11
1338,"[209260, 269814, 269817, 793722, 801094]",11
1329,"[209260, 269814, 269817, 269820, 1381296]",11
1328,"[209260, 269814, 269817, 269820, 938725]",11
551,"[269814, 793722, 1381296, 801094]",11
638,"[269820, 793722, 795570]",11
157,"[269814, 269817, 269820, 801094, 1381296]",11
158,"[269814, 269817, 269820, 938725]",11
162,"[269814, 269817, 269820, 734546, 793722]",11
542,"[269814, 793722, 938725, 801094]",11
831,"[247498, 269820, 269817, 269814, 2273093]",11
824,"[247498, 269820, 269817, 793722, 1381296]",11
1268,"[196917, 269814, 269820, 269817, 793722]",11
238,"[269814, 269817, 269820, 275111, 793722]",11
241,"[269814, 269817, 269820, 938725, 793722]",11
437,"[269814, 269820, 793722, 801094]",11
243,"[269814, 269817, 269820, 938725, 1381296]",11
1196,"[1380803, 1381296]",11
670,"[793722, 801094, 810939]",11
1190,"[793722, 938725, 1381296]",11
846,"[247498, 269820, 793722, 269814]",11
1187,"[793722, 938725, 3536508]",11
847,"[247498, 269820, 793722, 269814, 269817]",11
1184,"[269817, 2035312]",11
1182,"[196916, 269814, 1381296]",11
848,"[247498, 269820, 793722, 1381296]",11
849,"[247498, 269820, 812062]",11
431,"[269814, 269820, 269817, 938725, 793722]",11
1172,"[196916, 269814, 196917, 269820]",11
1170,"[196916, 269814, 196917, 269817, 269820]",11
1169,"[196916, 269814, 196917, 269817]",11
1168,"[196916, 269814, 196917]",11
671,"[793722, 801094, 2039935]",11
1164,"[196916, 269814, 269820, 801094]",11
1157,"[196916, 269814, 269820, 269817, 793722]",11
676,"[793722, 801094, 1322553]",11
531,"[269814, 793722, 269817, 269820]",11
1210,"[1237411, 1239099]",11
840,"[247498, 269820, 269817, 793722, 801094]",11
1238,"[196917, 269814, 247498, 269820, 269817]",11
195,"[269814, 269817, 269820, 2273093, 2558192]",11
826,"[247498, 269820, 269817, 2273093]",11
1260,"[196917, 269814, 269817, 793722]",11
1259,"[196917, 269814, 269817, 793722, 938725]",11
1254,"[196917, 269814, 269817, 734546]",11
789,"[247498, 269814, 269820, 275111]",11
832,"[247498, 269820, 269817, 269814, 734546]",11
205,"[269814, 269817, 269820, 734546, 2035312]",11
1243,"[196917, 269814, 269817, 269820, 801094]",11
208,"[269814, 269817, 269820, 734546, 2035312]",11
1237,"[196917, 269814, 247498, 269820, 269817]",11
837,"[247498, 269820, 269817, 734546]",11
1236,"[196917, 269814, 247498, 269820]",11
1235,"[196917, 269814, 247498, 269820]",11
212,"[269814, 269817, 269820, 628635]",11
537,"[269814, 793722, 269817, 269820, 801094]",11
219,"[269814, 269817, 269820, 801094]",11
663,"[269820, 2273093, 2558192]",11
835,"[247498, 269820, 269817, 269814, 1026189]",11
221,"[269814, 269817, 269820, 1322553]",11
223,"[269814, 269817, 269820, 781110]",11
535,"[269814, 793722, 269817, 801094]",11
109,"[269814, 269817, 801094, 793722, 269820]",11
1399,"[209260, 269814, 269820, 1381296]",11
1384,"[209260, 269814, 269820, 793722, 938725]",11
756,"[247498, 269814, 269820, 793722, 269817]",11
1561,"[198290, 269814, 269817, 793722, 938725]",11
1553,"[198290, 269814, 269817, 269820, 734546]",11
1552,"[198290, 269814, 269817, 269820, 801094]",11
752,"[247498, 269814, 269817, 275111]",11
1549,"[198290, 269814, 269817, 269820, 793722]",11
753,"[247498, 269814, 269817, 1026189]",11
493,"[269814, 269820, 1322553]",11
1545,"[198290, 269814, 269817, 269820, 734546]",11
1538,"[196918, 269814, 209260, 269820]",11
1537,"[196918, 269814, 209260, 269817, 269820]",11
1536,"[196918, 269814, 209260, 269817, 269820]",11
1532,"[196918, 269814, 269820, 793722]",11
52,"[269814, 269817, 269820, 734546, 2035312]",11
576,"[269817, 269820, 793722, 801094, 1381296]",11
478,"[269814, 269820, 734546, 2035312]",11
36,"[269814, 269817, 269820, 793722, 795570]",11
1520,"[196918, 269814, 269817, 269820, 793722]",11
39,"[269814, 269817, 269820, 793722, 1381296]",11
41,"[269814, 269817, 269820, 795570, 793722]",11
1516,"[196918, 269814, 269817, 269820, 793722]",11
43,"[269814, 269817, 269820, 812062, 793722]",11
762,"[247498, 269814, 269820, 269817, 2273093]",11
596,"[269817, 269820, 2273093, 2558192]",11
1503,"[877516, 1026189]",11
578,"[269817, 269820, 793722, 810939]",11
748,"[247498, 269814, 269817, 793722, 269820]",11
1569,"[198290, 269814, 269820, 269817, 734546]",11
1572,"[198290, 269814, 269820, 734546]",11
1629,"[9707431, 11666532]",11
583,"[269817, 269820, 793722, 1906444]",11
11,"[269814, 269817, 269820, 793722, 2039935]",11
12,"[269814, 269817, 269820, 793722, 1026189]",11
1619,"[6208344, 6924198]",11
14,"[269814, 269817, 269820, 793722, 1026189]",11
1614,"[5584607, 7097423]",11
733,"[247498, 269814, 269817, 269820, 2035312]",11
1611,"[247498, 4991766]",11
1609,"[1381296, 2061883]",11
1605,"[6847194, 6924198]",11
1604,"[1381296, 2401294]",11
1601,"[198290, 269820]",11
486,"[269814, 269820, 734546, 2273093]",11
1598,"[6672509, 6847194]",11
1595,"[2035312, 2272417]",11
737,"[247498, 269814, 269817, 269820, 275111]",11
738,"[247498, 269814, 269817, 269820, 938725]",11
739,"[247498, 269814, 269817, 269820, 1026189]",11
485,"[269814, 269820, 734546, 2035312]",11
16,"[269814, 269817, 269820, 793722, 1381296]",11
1579,"[198290, 269814, 209260, 269820]",11
1576,"[198290, 269814, 209260, 269817, 269820]",11
1502,"[793722, 2530949]",11
766,"[247498, 269814, 269820, 269817, 2558192]",11
617,"[269817, 269820, 781110]",11
724,"[247498, 269814, 269817, 269820, 1026189]",11
609,"[269817, 269820, 734546, 793722, 938725]",11
780,"[247498, 269814, 269820, 793722]",11
1434,"[275111, 1072502]",11
1432,"[2035312, 13387436]",11
1429,"[4462758, 4736631]",11
1427,"[1381296, 2273093]",11
1424,"[269814, 795570]",11
611,"[269817, 269820, 628635]",11
1419,"[209260, 269814, 2273093]",11
1416,"[209260, 269814, 793722, 801094]",11
495,"[269814, 269820, 795570]",11
785,"[247498, 269814, 269820, 793722, 801094]",11
1491,"[269814, 275111, 793722, 1381296]",11
1410,"[209260, 269814, 793722, 269820, 1381296]",11
786,"[247498, 269814, 269820, 793722, 1381296]",11
94,"[269814, 269817, 793722, 938725, 801094]",11
615,"[269817, 269820, 801094]",11
1401,"[209260, 269814, 734546]",11
1149,"[196916, 269814, 269817, 1381296]",11
565,"[269817, 269820, 734546, 793722]",11
102,"[269814, 269817, 793722, 1381296, 801094]",11
1392,"[209260, 269814, 269820, 793722, 938725]",11
1391,"[209260, 269814, 269820, 793722, 801094]",11
1390,"[209260, 269814, 269820, 793722, 1322553]",11
568,"[269817, 269820, 793722, 795570]",11
1441,"[269820, 801094]",11
1442,"[793722, 813222]",11
606,"[269817, 269820, 734546, 2035312]",11
56,"[269814, 269817, 269820, 734546, 2035312]",11
1488,"[1740729, 5607118]",11
57,"[269814, 269817, 269820, 734546, 2273093]",11
1485,"[3526029, 5416584]",11
1484,"[2558192, 4408913]",11
771,"[247498, 269814, 269820, 269817]",11
63,"[269814, 269817, 269820, 1322553]",11
65,"[269814, 269817, 269820, 795570]",11
1469,"[2273093, 5584607, 13387436]",11
772,"[247498, 269814, 269820, 269817, 1026189]",11
1463,"[269814, 1381296, 1026189]",11
1462,"[269814, 1381296, 4242962]",11
68,"[269814, 269817, 269820, 1381296, 2530949]",11
1460,"[6016790, 6166986]",11
468,"[269814, 269820, 812062, 793722]",11
72,"[269814, 269817, 269820, 938725, 793722]",11
1451,"[1381296, 2234190]",11
1450,"[793722, 1026189, 1381296]",11
466,"[269814, 269820, 795570, 793722]",11
77,"[269814, 269817, 628635, 793722]",11
1447,"[2558192, 5584607, 13387436]",11
80,"[269814, 269817, 793722, 2273093]",11
778,"[247498, 269814, 269820, 734546]",11
1152,"[196916, 269814, 269820, 734546]",11
1632,"[7762248, 7928400]",11
1078,"[196912, 269814, 196917, 209260, 269817]",11
939,"[810939, 938725]",11
981,"[269817, 793722, 1026189]",11
995,"[793722, 1381296, 2509707]",11
520,"[269814, 793722, 269820, 269817, 1381296]",11
1106,"[269814, 734546, 793722]",11
706,"[247498, 269814, 269817, 269820]",11
997,"[793722, 1381296, 1324334]",11
1109,"[795570, 812062]",11
1110,"[2291108, 3536508]",11
504,"[269814, 269820, 938725, 793722]",11
410,"[269814, 269820, 269817, 734546, 2273093]",11
277,"[269814, 269817, 793722, 269820, 2273093]",11
1042,"[196912, 269814, 269820, 734546]",11
1102,"[196912, 269814, 793722, 1381296]",11
518,"[269814, 793722, 269820, 269817, 801094]",11
401,"[269814, 269820, 269817, 734546, 793722]",11
1075,"[196912, 269814, 247498, 269820, 269817]",11
1115,"[196916, 269814, 247498, 269817, 269820]",11
1074,"[196912, 269814, 247498, 269820, 269817]",11
1073,"[196912, 269814, 247498, 269820]",11
1072,"[196912, 269814, 247498, 269820]",11
1117,"[196916, 269814, 247498, 269820, 269817]",11
1118,"[196916, 269814, 247498, 269820]",11
513,"[269814, 793722, 2273093]",11
1037,"[196912, 269814, 269820, 269817, 734546]",11
1104,"[196917, 793722]",11
1080,"[196912, 269814, 196917, 269817]",11
271,"[269814, 269817, 793722, 801094]",11
361,"[269814, 269820, 269817, 793722, 734546]",11
303,"[269814, 269817, 793722, 734546]",11
956,"[628635, 793722, 801094]",11
1052,"[196912, 269814, 269820, 793722, 1381296]",11
869,"[247498, 269820, 269814, 269817, 2273093]",11
510,"[269814, 628635, 793722]",11
690,"[1740729, 1775539, 3347481]",11
953,"[269820, 275111]",11
985,"[269817, 793722, 909317]",11
870,"[247498, 269820, 269814, 269817, 1026189]",11
293,"[269814, 269817, 793722, 1026189]",11
949,"[2035312, 3536508]",11
984,"[269817, 793722, 801094, 938725]",11
1081,"[196912, 269814, 196917, 269817, 269820]",11
878,"[247498, 269820, 269814, 793722, 801094]",11
353,"[269814, 269820, 793722, 1381296]",11
288,"[269814, 269817, 793722, 938725, 801094]",11
306,"[269814, 269817, 734546, 793722]",11
1055,"[196912, 269814, 196916]",11
364,"[269814, 269820, 269817, 793722, 1026189]",11
961,"[1381296, 1740729, 1775539]",11
365,"[269814, 269820, 269817, 793722, 1322553]",11
962,"[1381296, 1740729, 4242962]",11
283,"[269814, 269817, 793722, 269820, 801094]",11
1056,"[196912, 269814, 196916, 269817]",11
1120,"[196916, 269814, 247498, 269820, 269817]",11
1119,"[196916, 269814, 247498, 269820]",11
887,"[247498, 269820, 269814, 1026189, 269817]",11
347,"[269814, 269820, 793722, 2039935]",11
400,"[269814, 269820, 269817, 734546]",11
318,"[269814, 269817, 1381296, 793722]",11
1028,"[196912, 269814, 269817, 1381296]",11
302,"[269814, 269817, 793722, 909317]",11
384,"[269814, 269820, 269817, 793722, 795570]",11
1027,"[196912, 269814, 269817, 793722, 269820]",11
345,"[269814, 269820, 793722, 269817, 1381296]",11
385,"[269814, 269820, 269817, 793722, 1322553]",11
894,"[247498, 269820, 938725]",11
679,"[793722, 810939, 938725]",11
387,"[269814, 269820, 269817, 793722, 1381296]",11
882,"[247498, 269820, 269814, 793722, 938725]",11
1143,"[196916, 269814, 269817, 269820, 793722]",11
389,"[269814, 269820, 269817, 795570, 793722]",11
1015,"[196912, 269814, 269817, 269820, 734546]",11
875,"[247498, 269820, 269814, 793722]",11
297,"[269814, 269817, 793722, 801094, 938725]",11
1144,"[196916, 269814, 269817, 269820, 793722]",11
1066,"[196912, 269814, 247498, 269817, 793722]",11
1021,"[196912, 269814, 269817, 269820, 1381296]",11
398,"[269814, 269820, 269817, 734546, 793722]",11
1146,"[196916, 269814, 269817, 269820, 801094]",11
975,"[269817, 793722, 269820, 801094]",11
311,"[269814, 269817, 795570]",11
986,"[269817, 793722, 734546]",11
885,"[247498, 269820, 269814, 2273093]",11
1129,"[196916, 269814, 269817, 269820, 801094]",11
935,"[269820, 628635]",11
328,"[269814, 269817, 275111, 793722, 1381296]",11
1124,"[196916, 269814, 269817, 269820, 734546]",11
1071,"[196912, 269814, 247498, 793722]",11
268,"[269814, 269817, 793722, 269820]",11
932,"[196920, 269814, 269820, 269817]",11
1008,"[196912, 269814, 269817, 269820, 734546]",11
426,"[269814, 269820, 269817, 793722, 1381296]",11
1070,"[196912, 269814, 247498, 269820, 793722]",11
1033,"[196912, 269814, 269817, 793722, 1381296]",11
930,"[196920, 269814, 269817, 269820]",11
427,"[269814, 269820, 269817, 793722, 801094]",11
1058,"[196912, 269814, 196916, 269817, 269820]",11
929,"[196920, 269814, 269817, 269820]",11
1500,"[300759, 793722]",10
982,"[269817, 793722, 781110]",10
976,"[269817, 793722, 269820, 938725]",10
1480,"[269820, 938725, 793722, 801094]",10
1493,"[269814, 13387436]",10
768,"[247498, 269814, 269820, 269817, 275111]",10
892,"[247498, 269820, 2035312]",10
507,"[269814, 269820, 5584607]",10
